Country Name,Country Code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Jordan,JOR,,,86.81429,92.31774,94.64391,95.026,95.67765,96.54132,97.41195,96.9744,91.70795,89.5602,89.26891,86.61166,86.37609,87.18402,,,,,,,,,,,,,,90.49774,91.29915,,93.14824,94.38457,94.61694,93.65153,91.91763,89.35883,86.68014,,80.77937,78.34933,75.45445,74.93616,,,,80.21221,80.95397,,
Kazakhstan,KAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.65791,99.91369,99.80758,99.58806,99.67903,99.66846,99.21087,98.8374,99.88557,99.87726,99.63631,99.21992,99.36022,99.33655,99.4457,99.84772,99.71618,99.0986,98.93539,98.77294,
Kenya,KEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.56729,64.3069,65.44286,60.18054,71.27634,69.48951,70.2094,69.36324,79.20838,75.50401,77.0691,,,81.23006,,,,,,,,
Kiribati,KIR,,,,,,,,,,98.70816,,99.72842,,99.35027,99.42015,98.81427,97.42141,94.38566,,98.42166,,99.72754,99.93898,98.85377,99.04853,98.29672,98.31647,99.11476,,,,,,,,,,,,,,,,,98.64791,97.44464,98.23962,96.08751,,,
"Korea, Rep.",KOR,,95.91674,97.544,96.80779,96.44532,96.7839,97.68954,96.78439,97.12083,98.75101,99.96693,99.94785,99.81309,99.7587,99.13846,98.57461,98.27344,99.4696,99.88403,99.88231,99.77703,99.73981,99.57954,99.35196,99.00819,98.51563,98.24344,98.55368,,,,,,,,99.67971,,,,,,,97.97067,95.46515,95.90315,98.53611,97.26558,97.54773,,,
Kuwait,KWT,,61.4527,64.17983,67.56446,68.77779,70.01025,71.41738,76.11513,85.02354,83.31411,81.73304,82.62142,83.57238,86.09256,87.42429,88.99564,88.7421,83.47732,81.90468,,,,46.99573,,67.96727,,89.25154,88.84661,94.83562,94.70629,91.30349,90.85288,93.45248,92.68112,94.39939,92.70689,,97.6507,98.59062,,99.00833,99.46206,98.76138,98.04184,97.95931,,96.64405,91.66328,88.23607,,
Kyrgyz Rep.,KGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,92.24185,,,93.29008,92.73983,93.54751,93.53155,93.28828,97.87541,95.54665,96.78934,95.80297,95.27029,94.55799,95.17601,94.89982,97.41253,98.42115,98.09046,98.08164,98.47782,98.52371,98.66818,,
Lao PDR,LAO,,,,,,,,,,,,,,,,,,,64.94106,,64.66251,,57.91432,62.72608,66.45433,,68.4371,70.95232,74.27794,74.94703,75.85907,75.377,76.5676,79.17625,79.84852,81.105,82.62215,85.23456,87.67267,89.97949,94.60536,94.33115,94.32175,96.23668,96.5434,94.89325,94.00376,92.48614,91.46712,,
Latvia,LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.52165,,,,,,,,,98.60436,97.69003,97.96421,97.96811,97.18176,96.74439,96.45821,96.48701,96.79255,97.10907,,,
Lesotho,LSO,59.06959,55.25332,55.88081,56.20799,63.82574,,64.22977,64.86645,58.41162,59.36104,59.45404,59.55338,63.38954,62.79703,63.57605,65.65393,65.38437,66.51564,67.28966,66.35433,65.08796,66.2798,66.34746,64.00362,64.91882,63.89581,64.10472,,57.26608,54.48613,74.70101,76.52747,79.17065,81.89657,82.19904,84.07836,86.43179,84.86278,86.58138,87.21236,89.22799,89.4223,89.6563,86.90283,87.8859,89.23853,91.20179,,,,
Libya,LBY,,78.53004,86.42805,91.07185,93.34071,93.85791,95.3972,95.92914,93.31368,,96.87382,96.76456,,98.05978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.22854,99.43185,94.14293,98.85167,98.90215,99.2176,98.5204,99.18492,98.69724,98.47929,,97.49867,99.80767,99.31079,,,,
Lithuania,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.23871,98.08958,97.92808,98.16344,98.09469,98.24975,98.36907,98.64627,98.90073,99.00255,99.20387,99.16689,99.29394,99.38888,99.34688,99.66988,99.7484,99.75232,99.74473,99.60231,,,
Luxembourg,LUX,,,91.13997,89.97293,92.19333,91.25173,90.88845,90.30083,89.93416,,,78.88961,84.37641,83.11006,81.7267,,81.77756,78.59312,84.90042,,,,,,,,,,,97.3414,97.10292,96.74021,96.99932,95.87842,96.52098,97.75731,98.25596,98.35198,97.58941,,95.23915,94.61378,95.7448,95.4975,96.36439,97.99135,98.79947,98.35886,,,
"Macao SAR, China",MAC,,,,,,,,,,,,,,,,,,,,,90.26463,,85.43809,,,,,,,87.52764,86.66079,84.33981,84.90325,84.95148,85.38228,85.54091,85.22112,86.24522,86.09209,84.5324,83.85307,84.6512,85.58427,87.17839,90.94936,94.22006,96.77011,96.80779,96.4155,,
Madagascar,MDG,,,67.12427,,,,,,,,,,,,,,,,,65.70634,64.25489,,,,,54.71095,56.91976,,,64.92244,66.39113,67.65507,68.41789,78.08813,,,,,,,,,,,,,,,96.86561,,
Malawi,MWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0555,,,,,98.46028,98.46048,97.90171,95.11364,97.83902,98.22784,,,,,,,,,,,
Malaysia,MYS,87.01569,86.73464,87.76241,,,,,,,,,,,,,,,,,,,,,,97.25382,,,,95.78351,95.61761,98.41488,97.81452,96.5906,97.09317,99.37525,99.59294,95.4107,95.11282,95.06773,95.86919,96.23306,,98.54356,99.66427,99.8924,99.51663,,,,,
Maldives,MDV,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.6832,,95.91014,97.09403,98.10726,97.86437,,99.69924,97.66382,97.84865,97.26555,96.86625,,,,,,,96.276,96.29823,95.42582,,,
Mali,MLI,,17.0148,17.69783,18.06894,20.54241,,,20.67197,,,,,,,,,,,,,,,,,,,,,,44.04091,,,51.62062,51.59715,51.60521,56.65099,57.96729,60.112,,,68.27944,69.26966,67.05216,62.60635,63.47074,60.63998,62.13872,67.335,58.94142,,
Malta,MLT,,81.74528,80.65459,79.04926,79.80385,82.54714,87.84803,92.99412,96.59267,97.5818,95.23039,93.51677,93.45978,91.87235,93.0423,96.3909,95.96401,94.78961,94.60263,95.16844,95.79924,95.92238,95.84772,96.16136,94.97511,95.91519,97.45467,98.34696,,,,,,,,,,,,,,99.17215,99.75805,99.51892,98.94093,98.98471,98.46075,99.55322,,,
Marshall Islands,MHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.45585,,,,,,,,,94.11373,,,,73.46722,74.5278,,,,
Mauritania,MRT,,,,,,,,,,,,,,,,31.52037,,,,,,,,,46.50189,52.80779,56.18374,,59.85097,59.53931,60.07356,63.83337,63.6185,67.00579,74.23278,72.9321,75.5663,76.53467,73.02265,72.31564,72.70981,73.2563,72.0454,74.81042,76.94485,,73.48295,78.31999,80.30889,,
Mauritius,MUS,,,77.95204,78.48824,79.07802,80.05568,80.1124,83.59573,81.3039,78.6053,79.26057,82.57425,88.51138,91.63173,94.81689,99.90822,98.41281,99.64917,99.45495,99.32785,97.1773,92.62251,,92.76294,93.73893,94.68318,96.98175,97.90364,95.87979,92.75756,93.22731,92.75219,94.33415,93.72392,94.39046,96.02008,96.03757,96.515,96.67636,96.5883,96.50869,96.74543,93.79022,96.08616,96.52258,96.27653,95.33664,96.18162,94.99232,,
Mexico,MEX,,80.76854,,,,,,88.42588,,,,,,,,99.74285,100,100,99.10194,96.63541,98.37444,98.00907,98.24972,97.81289,97.01748,96.53171,96.06523,96.07538,96.73013,99.75729,99.8354,99.76405,99.69272,99.64344,99.61885,99.61853,99.74528,99.53468,99.55953,99.80355,99.7295,99.61604,99.56089,99.49125,99.38286,99.3177,99.21367,99.16952,,,
Moldova,MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.56074,95.58655,95.96393,96.63888,96.6291,93.372,90.63448,90.0117,90.46353,90.03386,90.10514,90.5779,90.52817,90.57991,90.00175,89.94997,90.03561,89.71414,89.78655,,
Mongolia,MNG,,,,,,,,,,,96.48373,,,93.73482,,,,94.44538,,,,,,,,81.0813,84.63128,85.10677,88.81156,90.70832,92.86049,94.21754,93.14444,85.97644,92.85244,93.28593,97.9442,97.74011,98.17242,96.47395,97.65084,98.0403,97.47327,95.08334,95.29553,96.79701,98.72633,98.85288,98.69302,,
Montenegro,MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,100,96.21284,96.07922,,,98.51218,96.26782,,,94.77612,93.73702,96.14284,96.87095,,
Morocco,MAR,,36.86046,37.95453,38.30772,,41.20807,44.13876,47.72865,50.99459,53.43977,56.10223,58.7991,59.14966,61.50494,64.02097,62.73205,60.98054,58.98187,57.27868,55.17983,56.02291,55.67112,56.17062,58.30964,60.944,63.7744,66.10001,67.70415,66.98136,71.91763,76.69353,80.56958,84.7244,86.00713,86.75596,87.56886,88.34578,89.67433,90.28557,89.88029,92.74532,93.68978,93.00842,94.36711,93.72925,,,96.94964,99.15589,,
Mozambique,MOZ,,,,34.21934,,,,,,38.51612,,36.49733,36.18197,50.22197,,52.72202,51.72821,48.17184,44.23221,44.62412,46.33302,44.54734,42.71635,41.55607,42.6137,44.85301,,,49.58684,53.24219,57.01518,61.50827,57.07028,,70.24087,75.39277,79.27081,84.40163,87.67972,88.70999,89.97482,87.68879,87.93646,89.12473,89.91204,91.51459,90.76644,89.87354,93.92934,,
Myanmar,MMR,,60.75705,,68.00962,58.77535,,,,64.29396,,,,,,,,,,,,,,,,,,,,,,89.72516,90.8385,88.72686,90.53915,89.08456,88.82624,88.61108,88.95978,89.83805,88.9333,89.00709,,,,96.1312,,,97.66256,98.0528,,
Namibia,NAM,,,,,,,,,,,,,,,,,,,,77.33518,77.48139,,80.40888,,82.40323,83.30346,82.85373,84.27459,86.59733,87.38986,89.32258,91.26871,93.46211,93.76981,91.53549,91.70713,88.98242,91.69404,91.39408,,92.92948,,96.35213,98.21459,,,,98.13524,98.14776,,
Nepal,NPL,,,,,,,,,,,,,,58.93883,60.13256,,,,66.07108,,,,,,,,,,,65.86436,72.11046,,,79.86805,80.51963,,,,,,,99.33229,99.91032,,98.99553,98.34165,98.32872,96.47713,,96.2984,
Netherlands,NLD,,92.7428,92.10748,91.52476,90.77491,90.61832,91.53545,91.88208,92.35679,92.91357,93.01502,92.43034,90.40533,88.4294,87.10393,86.56236,92.05286,93.89636,95.44371,95.9975,95.82034,95.1169,94.15866,93.53313,98.9616,99.2071,99.38737,99.66541,,,,,,,,,,,,,,,,,,,,99.02854,,,
New Zealand,NZL,99.97071,99.78223,99.90039,99.49733,99.44087,99.55984,99.66491,99.57774,99.44377,99.42159,99.47348,99.32086,99.21189,98.83112,99.50991,99.57958,99.76006,99.86021,99.89206,99.83033,99.52082,98.98018,97.55025,,97.15521,98.51207,98.97884,99.75817,,,,,,,,,,,,,,,,,97.48362,97.73031,98.52583,99.17788,,,
Nicaragua,NIC,52.06735,54.531,54.09324,54.69262,54.63455,56.6575,58.06063,57.32422,55.43254,,64.11736,,62.73692,63.16497,61.61274,65.61814,64.41338,65.90944,66.02713,64.23941,66.6239,69.14372,72.50935,73.33611,74.38078,72.81064,72.33616,,,82.20031,85.15372,88.96001,95.81954,,99.19312,99.38332,97.60819,97.36224,98.12464,,96.31971,,,,,,,,,,
Niger,NER,,,,10.60855,11.13558,,,15.12498,16.14387,,,19.20413,,,,,23.33992,,,22.57018,22.9095,23.5063,21.42369,,,,,24.02891,24.37682,26.1318,26.89543,30.5249,34.11674,37.82524,41.31954,41.3199,42.64247,43.81249,,,55.14722,59.88326,61.1721,60.83162,60.86362,62.49335,63.57047,66.48804,,,
Nigeria,NGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.11272,66.17986,,,,67.924,68.36617,68.82653,71.66882,64.89473,65.9868,65.98292,,,,,,,,,,
North Macedonia,MKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.52067,91.29531,97.70197,94.86286,93.74603,92.58005,92.91026,94.39764,92.35763,91.46441,90.74566,91.96401,95.30565,,89.71004,88.62747,89.23011,91.7157,,95.72853,,,
Norway,NOR,,97.57643,98.13283,,,,99.68327,99.63729,98.98856,98.64032,99.17534,98.38561,98.13591,,97.36034,96.36161,96.39425,97.00972,97.64546,98.65822,99.73067,99.95669,99.6479,98.66806,98.39621,98.19121,98.26481,84.19146,99.7356,99.79454,99.70516,99.76034,99.72673,99.85574,99.35243,98.5115,98.59501,99.07673,99.26473,99.15591,99.08012,99.40241,99.68671,99.86067,99.82749,99.77225,99.8062,99.88251,,,
Oman,OMN,,,,13.31087,18.88167,26.28963,27.2474,,34.77876,37.80752,,42.8799,45.48745,48.5464,54.95535,57.36973,63.22959,65.4702,64.82394,65.9663,67.16301,68.2343,69.59741,72.95787,74.20158,75.65553,78.29453,79.0198,81.17622,,,,,,,,,,,,,98.84849,97.51398,97.949,97.61963,97.56094,98.5996,97.87145,95.46999,,
Pakistan,PAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.29802,56.7235,64.20929,66.9366,60.78372,64.82106,64.9296,65.44091,65.98301,63.07016,62.69421,67.3957,65.75982,61.53027,66.01372,65.48858,68.18916,,
Palau,PLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.7551,95.25102,,,,,,
Panama,PAN,74.30772,82.43436,85.01582,87.09446,,88.80241,88.47768,,90.59886,89.17121,88.11547,86.77832,85.80853,84.67357,84.44922,85.02362,84.99681,85.78162,84.95178,86.41496,86.60642,,,,,,,,,93.12762,94.87504,96.15982,98.30693,,98.59393,98.15664,98.75749,98.69901,97.59261,94.57315,96.24658,95.14136,94.75698,93.05661,90.58017,87.74289,,86.78174,,,
Paraguay,PRY,79.76394,,70.376,81.46099,,78.96045,80.08288,81.03834,82.71852,83.98334,86.10981,87.98265,,88.35086,87.90906,87.79023,86.71118,87.43822,89.01053,90.83886,92.56517,94.48361,85.7437,95.5992,90.99687,90.71599,93.89767,,,97.69587,99.10632,98.9054,97.19796,96.69653,96.20498,96.56064,95.03927,93.15223,91.4732,90.10333,88.55404,89.8409,87.83929,,,,,,,,
Peru,PER,75.33835,,,79.31982,,,,,,,83.43804,88.26209,89.06594,,,94.67306,,,90.5601,,,,,90.02087,,84.90604,84.5073,84.03117,96.9401,98.33462,99.14459,99.44727,99.52684,98.03598,99.25454,99.26109,99.21478,99.25682,99.26272,98.68156,99.32155,99.18032,93.94488,96.36661,95.03941,96.4863,99.56785,98.88371,98.50107,,
Philippines,PHL,,,,,,,96.79226,,,96.17531,,93.15358,93.16523,91.57376,90.89301,94.43847,93.83803,94.10697,96.14788,97.64527,,,95.62759,94.67716,93.04913,,95.75706,,91.8589,88.98721,,89.66531,90.10381,90.4052,89.79918,88.98452,87.2988,87.45617,88.52589,90.32579,,,,,,95.57779,94.85361,95.02535,,,
Poland,POL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.92873,96.72471,96.46141,95.55196,94.61351,93.81738,93.20494,93.27956,93.37601,93.51897,94.21491,94.71317,94.789,95.57338,96.16873,96.11359,,,97.15992,,,
Portugal,PRT,,,,88.57117,88.57643,,92.76964,93.78195,96.23891,,95.78357,96.30122,,,97.95416,99.44769,99.64446,99.51097,,,99.71056,98.83127,99.62446,99.7306,99.01193,99.47725,99.57584,,,,97.5364,,,,,99.27002,99.06166,,,99.37086,99.48771,99.02747,99.11596,98.97895,98.56395,97.59877,96.88158,97.71146,,,
Puerto Rico,PRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.03191,86.70075,87.08987,86.49538,85.54503,83.68389,78.79343,,,,
Qatar,QAT,,80.70289,85.34965,86.66789,85.83138,,88.73072,90.29278,94.33573,95.85604,96.03279,94.89939,95.50819,93.79216,93.73757,91.64042,92.50014,89.30112,88.22938,87.43423,85.70748,81.15871,78.30968,77.18153,81.71496,,,,97.3632,98.55649,96.05048,97.0438,97.80247,96.02781,95.56771,98.62724,93.30744,99.60109,,96.29757,,99.36415,97.92666,,93.57728,96.17885,97.23088,97.77522,98.19449,,
Romania,ROU,,,,,,,,,,,,,,,,,,,,,,,,75.42095,83.35864,88.25397,89.609,89.62818,93.26019,90.64489,90.57431,90.88313,93.7875,97.4968,98.9322,98.72153,96.43218,96.38199,96.21719,96.45166,96.15625,95.5897,94.38487,,,89.5262,87.4854,85.70889,,,
Russian Federation,RUS,,,,,,,,,,,,,,,,,,,,,,,,,96.84388,93.30283,,,,,,,,,,,92.77496,93.54264,94.84622,96.37231,,97.27381,97.34299,97.52974,95.36349,96.625,97.33678,97.83826,,,
Rwanda,RWA,,,,55.11011,53.02749,50.6319,,54.07666,56.30217,,,,,,,,,,,,,,,,,,,,,85.69036,,,81.17581,85.50278,,,,,,,,,,,,,98.84059,96.9315,95.28152,,
San Marino,SMR,,,,,,,,,,99.45962,98.86059,,,,96.74281,97.05152,92.08443,87.7749,83.46304,84.25617,85.91451,89.47368,92.20679,93.5867,92.72,,87.57764,88.70229,,,85.05826,,,,93.89214,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,,,,,,,,,,,,,,94.08665,94.1886,,,88.17954,89.87444,,92.81329,,,,,,,,,80.06161,,,95.47684,96.70422,98.09663,98.11974,,89.70146,90.73016,91.22308,90.71119,,,88.50731,88.84537,88.67936,,93.9669,,,
Saudi Arabia,SAU,,,,,,,,,,43.67837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.13673,97.12834,99.85199,97.8325,,97.37547,97.54549,95.77996,95.10772,,
Senegal,SEN,,,,,,,,,30.79668,33.37273,34.55714,35.8958,37.68492,39.6866,40.5414,41.26483,45.90351,,46.55237,45.73823,44.89651,,44.35208,,45.11194,,49.56361,53.91847,56.60291,55.59791,58.84139,,,65.72499,63.68501,64.73382,67.71381,70.19788,71.15573,70.99994,72.03371,72.72349,75.88096,74.79015,75.526,75.44459,73.53294,76.46058,,,
Serbia,SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.70359,99.86248,98.92292,98.55264,96.54704,94.91872,97.37802,96.35285,96.34152,98.58827,99.20623,99.16856,98.56031,98.22264,,
Seychelles,SYC,,,,,,,,,,84.07459,,,,,,,,,,,,,,87.91142,90.87542,91.67187,92.07684,,99.45175,,98.3664,91.1512,98.7726,99.42743,99.36374,99.32237,,,,,,,,95.25222,94.46217,95.22018,94.62863,92.80506,92.85742,,
Sierra Leone,SLE,,,,,,,,,,,,,,44.55386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.90938,,,97.7963,98.96839,,,,
Singapore,SGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.98961,99.96919,,,
Slovak Republic,SVK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.11465,85.39091,83.62337,82.29628,83.07414,85.20776,87.00122,87.18159,85.77593,84.17013,83.31807,84.23709,84.59785,83.91976,82.6023,82.21387,83.15362,,,
Slovenia,SVN,,,,,,,,,,,,,,,,,,,,,,,,,,92.8819,94.64365,95.33336,97.72131,96.59741,95.68477,96.32554,97.03101,97.9726,99.595,99.85478,99.94571,99.22909,99.32999,99.29284,99.3642,99.67041,99.59997,98.43886,98.22269,98.28673,98.18158,98.31049,,,
Solomon Islands,SLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.41847,80.43241,80.6085,,,,,,70.554,70.22557,70.59233,,,67.47257,,
Spain,ESP,,93.21163,94.54709,95.47561,,99.46797,99.90722,99.15999,98.59984,98.68616,99.15964,99.18396,,99.58957,99.75934,99.79266,99.8015,99.20641,98.60385,99.23004,99.22275,99.66298,99.65,99.98866,99.98101,99.95766,99.94339,99.93531,,,,,,,,,99.83884,,,,,,,99.60787,99.52396,99.4684,98.85537,97.34257,,,
Sri Lanka,LKA,,,,,,,,78.47999,,,,,,,,,98.17965,,,,,,,,,,,,,,,99.88005,99.92302,99.61839,96.84556,97.19208,96.65802,96.2707,95.40908,93.20634,94.84982,94.98098,95.23607,96.50756,97.41952,99.06271,99.06007,99.28454,99.27348,,
St. Kitts and Nevis,KNA,,,,,,,,,,,,,,,99.34794,85.92058,88.38511,,98.74378,98.91371,,,,,,,,,,,,,95.08106,98.06917,97.66086,99.61376,,97.69257,96.74882,,97.60143,,99.67999,99.27571,97.11111,,96.216,,,,
St Lucia,LCA,,,,,,,,,,,,92.27485,94.20892,99.05795,98.73902,100,100,,,,97.30896,,,,,,,,,,90.66634,91.08683,98.33543,97.0943,95.00321,93.76555,95.72066,95.09244,,,,,,,,98.39989,97.9736,97.69998,98.28723,,
Sudan,SDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.74802,55.15486,56.05531,56.31639,56.97478,59.17542,61.69883,,,
Suriname,SUR,,,,,,,,94.63652,96.01222,,,,,,,98.82753,,98.46917,98.63856,,,,,,,,,,,,,,,,,82.56368,84.51888,82.64389,88.45061,91.56642,89.82359,87.98702,88.44554,88.04086,87.6045,89.26191,90.47281,86.07316,86.02531,,
Sweden,SWE,,,,,,,99.43542,,,,,,96.2125,,,,,98.16774,98.41821,98.77628,99.51596,99.72395,99.83868,99.63522,99.89829,98.83807,99.80345,99.82815,,99.77019,99.42556,99.725,99.52891,99.10242,96.88686,95.39294,95.0788,96.25158,98.43535,99.3342,99.38254,99.47878,99.60119,99.67041,99.70495,99.6353,99.60466,99.42418,,,
Switzerland,CHE,,,,,,,,75.95415,76.45086,,,77.33552,77.28593,76.90481,76.37395,76.31341,76.72948,77.92634,79.7278,81.80276,83.53766,84.35829,84.41117,83.62288,82.74739,89.20925,91.15135,,,99.48229,99.29619,99.2228,99.22462,99.22777,,,,,,,99.36642,99.49716,99.46339,99.63108,99.64999,99.62628,99.75942,99.6231,,,
Syrian Arab R,SYR,,72.8804,,81.93558,83.57957,83.73304,84.46257,85.35489,85.05841,84.88067,85.78521,85.79782,86.06373,86.49661,88.33161,89.81324,91.45233,94.83507,94.70753,95.03837,94.73268,95.76462,96.16329,96.20813,96.43579,96.46908,96.37966,95.58284,96.59874,96.52878,96.86077,97.52997,97.70379,98.37998,98.99464,99.19218,99.05997,98.97107,99.03782,98.9401,98.94972,,,72.24962,,,,,,,
UAE,ARE,,,,,,,,,79.68499,,76.15229,73.20257,78.237,73.66271,73.48471,73.12173,73.86725,84.85019,88.24281,93.00106,96.9068,97.42814,93.98811,90.43338,88.41546,88.89034,86.05468,82.45285,82.99068,,,,,,,,,93.69753,,,,,93.23711,,97.65242,99.89207,99.40189,98.74312,,,
UK,GBR,,98.18254,97.3134,96.35756,95.86765,95.78484,95.87591,96.19219,96.26426,96.43068,97.7863,97.65796,96.70084,95.11314,94.64484,93.57046,95.18731,98.01106,99.67916,99.71212,99.78913,98.18471,96.65488,,,,,,99.908,99.94032,99.94481,99.93639,99.82263,99.90834,99.40875,99.9966,99.63869,97.76573,98.87983,98.07041,98.19652,98.13593,98.36969,99.72458,99.89948,99.93433,99.65208,99.56963,,,
West Bank and Gaza,PSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.34908,90.9118,89.06669,88.89319,88.07371,86.09314,83.66408,84.21418,83.9951,86.10976,88.06193,89.64119,90.86764,94.12444,94.5785,95.70712,95.36596,95.77247,97.19359,97.10722,,
World,WLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.74708,,89.88673,89.73896,89.76079,90.09036,90.28756,90.44798,90.30999,90.5136,90.48209,90.45493,,
"Togo, R",TGO,,51.37061,52.37885,,,,,,70.40387,71.61063,71.90201,,69.25949,66.86987,59.87843,58.02037,53.56068,62.64358,63.0018,63.21882,64.38609,66.91344,,,63.24378,72.19138,79.91571,77.78246,,88.63636,87.36033,90.26984,91.00874,91.12596,92.10259,92.44008,93.33284,90.31475,91.31586,,,,,,92.15809,94.05241,,92.61436,94.692,,
"Thailand, K",THA,,,,75.51095,75.91348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.91908,98.49881,97.95392,98.08255,,,,,,,,,,,
"Tajikistan, R",TJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.61952,96.1546,97.84296,97.85272,98.12003,98.31058,97.97853,98.36394,98.40756,98.63515,98.34242,98.24884,98.66478,99.21073,98.15556,97.5325,97.74311,99.09613,,,
"Timor Leste, DR",TLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.94402,89.88603,90.12248,92.90351,91.3672,91.833,92.54926,93.6077,93.97609,96.16468,95.41421,,
"Tonga, K",TON,87.6737,88.93176,94.77855,,89.42054,97.29007,,,,,,,98.73396,90.19538,98.89393,96.97644,96.76339,,,,92.29122,,,92.62748,,,,,94.01727,93.39222,,99.06624,,,98.1123,98.81118,98.90112,,,,,,98.69235,98.73577,,98.88343,,,,,
"Trinidad and Tobago, R",TTO,,93.10544,92.28757,91.5557,91.4091,92.25022,95.34003,96.04981,94.09735,89.40766,86.2554,91.30311,92.58563,92.57738,91.8715,92.15856,90.38142,92.40427,93.22378,91.84532,90.03117,89.61541,89.19696,88.31997,,,88.66688,88.48501,,97.89582,98.31055,97.77013,94.54249,95.92923,96.58373,93.66984,,96.88065,98.02162,98.35851,98.77982,,,,,,,,,,
"Tunisia, R",TUN,,77.81724,,,,75.72307,,,77.84231,79.28226,81.34724,83.07554,85.66261,88.7141,91.55791,92.39317,93.27848,93.81994,94.15208,94.54256,93.78617,94.78237,95.16143,95.99043,95.99787,96.22811,95.26425,94.13777,,94.14118,95.23478,97.08488,99.27495,98.96718,98.76455,98.74059,98.52099,97.54585,97.90199,98.53143,98.83586,98.82468,98.53917,98.84383,,,,,,,
"Turkey, R",TUR,,,,,84.99388,,,,,,,,,,,91.98281,92.91951,92.59654,94.28279,94.27289,96.02125,95.3153,95.50193,93.07021,92.24939,91.64519,,92.04438,,94.97874,95.8553,96.39444,96.71826,97.15144,97.47864,97.79379,98.05813,98.52059,97.74906,95.35128,96.21583,95.21277,93.8012,93.43299,94.71143,94.73559,94.14611,94.8769,,,
"Tuvalu, Island",TUV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.13667,94.70154,87.89088,,,,
"Tanzania, UR",TZA,,,,,,,48.42576,,,,70.31534,69.10873,64.27174,63.08491,59.91207,57.07667,55.78313,54.35093,52.73154,52.67746,52.04343,51.36883,51.46872,50.6785,49.44943,49.3284,49.47382,49.9158,49.44674,49.91991,53.56517,58.15997,73.12778,81.66678,86.22288,90.97495,96.90329,,99.0978,,92.61676,,87.50078,85.00963,83.32041,,84.56048,84.56329,82.35094,,
"Uganda, R",UGA,,,,,,,,,,37.61944,,41.43146,43.29865,,,,57.42981,,,,,,,,,,,,,,,,,,,,,,,,91.62249,94.77248,,95.64356,,,,,,,
Ukraine.,UKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.35774,90.118,89.78398,89.96799,88.80159,88.27053,87.97805,88.3536,90.80368,92.87756,93.62884,93.74377,91.99105,,,,,,
"Uruguay, RO",URY,,,,,,,,,,,,,,86.57582,86.83343,88.34618,88.76574,87.92619,,,,92.01323,93.94963,94.63315,93.01187,92.52999,92.04451,92.20082,,,,,,,,97.56265,99.93759,98.51344,99.74029,99.70305,99.8448,99.68926,99.66283,99.78567,96.9262,99.92276,99.91235,99.64057,,,
USA,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.43481,,,,,97.63436,96.38975,97.26517,97.50924,97.97434,94.60023,99.64003,95.55776,,,
